0
11
-2
11
null
Decoration	-	down.png	5.0	10.0		false		
Decoration	-	stairs.png	0.0	0.0		false		

LoadNew	From-tower-tk-1	brick.png	0.0	0.0		tower-tk-1		
Base	-	brick.png	0.0	1.0		
Base	-	brick.png	0.0	2.0		
Base	-	brick.png	0.0	3.0		
Base	-	brick.png	0.0	4.0		
Base	-	brick.png	0.0	5.0		
Base	-	brick.png	0.0	6.0		
Base	-	brick.png	0.0	7.0		
Base	-	brick.png	0.0	8.0		
Base	-	brick.png	0.0	9.0		
Base	-	brick.png	1.0	0.0		
Base	-	brick.png	1.0	1.0		
Base	-	brick.png	1.0	2.0		
Base	-	brick.png	1.0	3.0		
Base	-	brick.png	1.0	4.0		
Base	-	brick.png	1.0	5.0		
Base	-	brick.png	1.0	6.0		
TeleportPad	teleport_A	teleportpad.png	1.0	7.0		
Base	-	brick.png	1.0	8.0		
Base	-	brick.png	1.0	9.0		
Base	-	brick.png	2.0	0.0		
Wall	-	brick.png	2.0	1.0		
Base	-	brick.png	2.0	2.0		
Base	-	brick.png	2.0	3.0		
Base	-	brick.png	2.0	4.0		
Base	-	brick.png	2.0	5.0		
Base	-	brick.png	2.0	6.0		
Base	-	brick.png	2.0	7.0		
Base	-	brick.png	2.0	8.0		
Base	-	brick.png	2.0	9.0		
Base	-	brick.png	3.0	0.0		
Base	-	brick.png	3.0	1.0		
Base	-	brick.png	3.0	2.0		
Base	-	brick.png	3.0	3.0		
Base	-	brick.png	3.0	4.0		
Base	-	brick.png	3.0	5.0		
Base	-	brick.png	3.0	6.0		
Base	-	brick.png	3.0	7.0		
Base	-	brick.png	3.0	8.0		
MovePad	-	movepadright.png	3.0	9.0		2	0		
Base	-	brick.png	4.0	0.0		
Base	-	brick.png	4.0	1.0		
Base	-	brick.png	4.0	2.0		
Base	-	brick.png	4.0	3.0		
Base	-	brick.png	4.0	4.0		
Base	-	brick.png	4.0	5.0		
Base	-	brick.png	4.0	6.0		
Base	-	brick.png	4.0	7.0		
MovePad	-	movepaddown.png	4.0	8.0		0	1		
Base	-	brick.png	4.0	9.0		
Base	-	brick.png	5.0	0.0		
Base	-	brick.png	5.0	1.0		
Base	-	brick.png	5.0	2.0		
MovePad	panel	movepadup.png	5.0	3.0		0	-1		
Base	-	brick.png	5.0	4.0		
Base	-	brick.png	5.0	5.0		
Base	-	brick.png	5.0	6.0		
MovePad	-	movepadup.png	5.0	7.0		0	-3		
Base	-	brick.png	5.0	8.0		
Base	From-overworld	brick.png	5.0	9.0		
LoadNew	From-start	brick.png	5.0	10.0		overworld		
Base	-	brick.png	6.0	0.0		
Base	-	brick.png	6.0	1.0		
Base	-	brick.png	6.0	2.0		
Base	-	brick.png	6.0	3.0		
Base	-	brick.png	6.0	4.0		
Base	-	brick.png	6.0	5.0		
Base	-	brick.png	6.0	6.0		
Base	-	brick.png	6.0	7.0		
MovePad	-	movepadleft.png	6.0	8.0		-2	0		
Base	-	brick.png	6.0	9.0		
Base	-	brick.png	7.0	0.0		
Base	-	brick.png	7.0	1.0		
Base	-	brick.png	7.0	2.0		
Base	-	brick.png	7.0	3.0		
Base	-	brick.png	7.0	4.0		
Base	-	brick.png	7.0	5.0		
Base	-	brick.png	7.0	6.0		
Base	-	brick.png	7.0	7.0		
Base	-	brick.png	7.0	8.0		
MovePad	-	movepadleft.png	7.0	9.0		-2	0		
Base	-	brick.png	8.0	0.0		
Wall	-	brick.png	8.0	1.0		
Base	-	brick.png	8.0	2.0		
Base	-	brick.png	8.0	3.0		
Base	-	brick.png	8.0	4.0		
Base	-	brick.png	8.0	5.0		
Base	-	brick.png	8.0	6.0		
Base	-	brick.png	8.0	7.0		
Base	-	brick.png	8.0	8.0		
Base	-	brick.png	8.0	9.0		
Base	-	brick.png	9.0	0.0		
Base	-	brick.png	9.0	1.0		
TeleportPad	teleport_B	teleportpad.png	9.0	2.0		
Base	-	brick.png	9.0	3.0		
Base	-	brick.png	9.0	4.0		
Base	-	brick.png	9.0	5.0		
Base	-	brick.png	9.0	6.0		
Base	-	brick.png	9.0	7.0		
Base	-	brick.png	9.0	8.0		
Base	-	brick.png	9.0	9.0		
Base	-	brick.png	10.0	0.0		
Base	-	brick.png	10.0	1.0		
Base	-	brick.png	10.0	2.0		
Base	-	brick.png	10.0	3.0		
Base	-	brick.png	10.0	4.0		
Base	-	brick.png	10.0	5.0		
Base	-	brick.png	10.0	6.0		
Base	-	brick.png	10.0	7.0		
Base	-	brick.png	10.0	8.0		
Base	-	brick.png	10.0	9.0		


Boulder	-	SpellBook.png	2.0	7.0		
PanelRotater	Rotate-panel	rotatebutton.png	5.0	1.0		

